Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
396,Jalen Hood-Schifino,SG,20,LAL,4,44,-2.7,0.351,0.533,0.533,0,4.7,2.5,8.9,0,0,13.9,21.3,,-0.2,0,-0.2,-0.18,,-11.9,-4.9,-16.8,-0.2
397,Maxwell Lewis,SF,21,LAL,10,43,-4.8,0,0.2,0,2.7,2.4,2.5,5.4,2.2,0,44.4,9.1,,-0.2,0,-0.2,-0.179,,-10.6,-2.4,-13,-0.1
398,Alex Len,C,30,SAC,6,41,24.7,0.677,0.125,0.875,18.2,25.3,21.6,17.1,1.2,10.6,15.3,13.5,,0.1,0.1,0.2,0.238,,3.8,3.1,6.8,0.1
399,Jarace Walker,PF,20,IND,5,41,13.4,0.44,0.278,0.167,2.8,19.8,11.3,17.7,2.2,3.6,4.9,20.4,,0,0,0,0.033,,-1.3,0.3,-1,0
400,Chuma Okeke,SF,25,ORL,9,37,6.3,0.423,0.769,0,9.2,12.5,10.8,10.8,0,0,13.3,17,,0,0,0,-0.006,,-1.9,-3.1,-4.9,0
401,Jared Butler,SG,23,WAS,7,36,20.6,0.613,0.6,0.2,0,9.1,4.5,34.6,5.1,2.3,15.5,22.6,,0.1,0,0.1,0.139,,1.3,2.9,4.2,0.1
402,Devonte' Graham,PG,28,SAS,3,36,12.8,0.435,0.571,0.714,3,3.2,3.1,37.9,2.6,2.5,17.9,13,,0,0,0,0.062,,-2.2,0.8,-1.4,0
403,Dominick Barlow,PF,20,SAS,7,35,5.1,0.457,0,0.571,0,16.6,8,0,1.3,0,0,10.5,,0,0,0,-0.014,,-6.5,-1.9,-8.4,-0.1
404,Aleksej Pokusevski,PF,22,OKC,6,34,1.4,0.304,0.667,0.222,7,14.9,11.3,17.5,0,2.7,23.3,16.4,,-0.1,0,-0.1,-0.087,,-8.7,-1.6,-10.3,-0.1
405,D'Moi Hodge,SG,25,LAL,6,33,0.8,0.349,0.833,0.167,0,0,0,7.9,1.4,2.7,7.2,18.3,,-0.1,0,-0.1,-0.106,,-7.7,-3,-10.6,-0.1
406,Cam Whitmore,SF,19,HOU,5,32,14.7,0.515,0.333,0.667,3.5,23.4,13.7,9.9,1.6,0,9.3,29.6,,0,0.1,0,0.035,,-3,-2.2,-5.2,0
407,Trent Forrest,SG,25,ATL,4,31,6.5,0.41,0,0.5,3.4,0,1.8,25.7,0,0,17,7.7,,0,0,0,0.027,,-3,-2.6,-5.5,0
408,Neemias Queta,C,24,BOS,3,31,17.6,0.492,0,0.5,29.2,29.4,29.3,0,1.6,0,14.1,19.8,,0,0.1,0.1,0.151,,-0.7,-3.7,-4.4,0
409,Rayan Rupert,SG,19,POR,7,31,-5.4,0.182,0.5,0.333,3.4,0,1.8,8.5,3.2,0,12.7,21.7,,-0.2,0,-0.2,-0.281,,-12.6,-4.1,-16.7,-0.1
410,Justin Minaya,SF,24,POR,5,30,8.2,0.509,0.667,0.333,14.2,4,9.4,0,0,3,12.7,11.2,,0,0,0,0.04,,-0.8,-3.9,-4.6,0
411,Jared Rhoden,SG,24,DET,5,30,11.1,0.658,0.444,0.222,3.6,11,7.3,14.5,0,0,16.8,16.5,,0,0,0,0.066,,-2.6,-0.8,-3.4,0
412,Jermaine Samuels,SF,25,HOU,5,29,11,0.615,0.5,0.5,3.9,22.2,13.2,8.8,0,3.2,0,7.4,,0.1,0,0.1,0.165,,-2.3,0.5,-1.9,0
413,Cole Swider,SF,24,MIA,3,29,15.2,0.571,0.786,0,0,4.1,2,16.2,1.7,3.3,6.7,22.8,,0,0,0,0.077,,4.6,1.3,5.9,0.1
414,Bojan Bogdanović,PF,34,DET,1,27,22.4,0.624,0.667,0.4,4,4.1,4.1,12.4,1.8,0,5.4,28.8,,0.1,0,0.1,0.166,,7.4,-0.5,6.8,0.1
415,Anfernee Simons,SG,24,POR,1,27,23.6,0.571,0.429,0.286,3.9,4.5,4.2,25.9,3.6,0,0,24.9,,0.1,0,0.1,0.242,,4.4,1.5,5.9,0.1
416,Blake Wesley,SG,20,SAS,5,24,7.5,0.394,0.125,0.25,4.5,4.9,4.7,28.3,0,3.8,10.1,17.2,,0,0,0,-0.035,,-4,-2,-5.9,0
417,Colin Castleton,C,23,LAL,3,23,10.5,0.51,0,0.4,15.1,13.4,14.2,11.3,0,0,0,11.1,,0.1,0,0.1,0.149,,-3.6,-3.1,-6.7,0
418,Jett Howard,SF,20,ORL,5,23,-10.8,0.1,0.8,0,4.9,5,5,10.7,0,0,16.7,21.9,,-0.2,0,-0.2,-0.364,,-13.8,-6.6,-20.4,-0.1
419,A.J. Lawson,SG,23,DAL,2,23,12.9,0.509,0.727,0.364,0,4.7,2.3,12.3,0,3.7,0,23.5,,0,0,0,0.05,,1.1,-2.8,-1.7,0
420,Josh Minott,SF,21,MIN,9,23,14,0.509,0.417,0.333,5.2,8.9,7.2,7.4,0,3.7,0,26.1,,0,0,0,0.095,,-4,-1.2,-5.1,0
421,Markieff Morris,PF,34,DAL,3,23,2.7,0.308,0.615,0,9.2,9.5,9.4,11.6,0,0,0,23.9,,-0.1,0,-0.1,-0.126,,-5.4,-6.6,-12,-0.1
422,Dalen Terry,SG,21,CHI,6,23,11.4,0.354,0.444,0.222,9.2,41.1,24.3,25.2,0,4.6,9.2,20.9,,0,0,0,-0.018,,-3.9,-0.9,-4.8,0
423,Jericho Sims,C,25,NYK,8,22,12.9,0.579,0,1,4.9,46.1,24.9,6.1,0,0,0,8.3,,0,0,0.1,0.154,,-0.7,0.7,-0.1,0
424,Jeenathan Williams,SG,24,HOU,4,22,16.1,0.547,0.182,0.182,0,0,0,15.8,2.3,0,0,23.9,,0,0,0,0.108,,-1.7,0.4,-1.3,0
425,Taylor Hendricks,PF,20,UTA,2,20,7.2,0.381,0.571,0.286,5.3,11.2,8.2,0,0,9.1,0,16.3,,0,0,0,-0.016,,-4,-2.8,-6.8,0
426,Boban Marjanović,C,35,HOU,3,20,22.4,0.53,0.111,0.111,11.2,32.2,21.9,25,0,4.7,0,20.9,,0,0,0.1,0.208,,1.6,1.8,3.4,0
427,Daishen Nix,PG,21,MIN,5,20,9.1,0.5,0.625,0,0,5.1,2.8,0,2.4,0,0,17.4,,0,0,0,0.058,,-3.7,0.7,-2.9,0
428,Lamar Stevens,PF,26,BOS,6,20,16.9,0.643,0.143,0,22.6,10.1,16,15,2.4,4.5,30,21.6,,0,0,0.1,0.121,,-2.3,1.9,-0.4,0
429,DaQuan Jeffries,SG,26,NYK,7,19,2.3,0.394,0.5,0.25,0,17.8,8.7,7.8,0,0,10.1,22.1,,-0.1,0,0,-0.1,,-6.2,-1.7,-7.9,0
430,Jordan McLaughlin,PG,27,MIN,5,19,14.6,0.512,0.5,0.5,0,0,0,33,0,9.1,0,11.2,,0.1,0,0.1,0.21,,3.8,4.2,7.9,0
431,Danny Green,SG,36,PHI,2,18,0.8,0,0.5,0,0,12.2,6.1,6.3,2.7,0,0,4.7,,0,0,0,-0.034,,-6.9,0.6,-6.3,0
432,Admiral Schofield,PF,26,ORL,5,18,-4,0.317,0.857,0.286,0,6.4,3.2,7.5,0,0,11.3,20.7,,-0.1,0,-0.1,-0.177,,-8.7,-3.7,-12.4,0
433,Hunter Tyson,PF,23,DEN,7,18,-2.1,0.25,0.75,0,0,24.7,12.3,6.4,0,0,0,9.6,,0,0,0,-0.042,,-11,-1.9,-12.9,-0.1
434,Leaky Black,SF,24,CHO,4,17,14.1,0.5,0.4,0,0,13.3,6.4,7.6,2.8,10.6,0,12.5,,0,0,0,0.08,,0.2,3.2,3.4,0
435,Jalen Slawson,SF,24,SAC,4,17,10.9,0.667,0.333,0,0,27.2,13,15.8,0,5.1,25,10,,0,0,0,0.069,,-2.6,1.3,-1.4,0
436,Bruno Fernando,C,25,ATL,5,16,-5,0.371,0.111,0.111,19.9,7,13.7,0,0,0,29.8,34.1,,-0.1,0,-0.1,-0.381,,-16,-8,-24,-0.1
437,Evan Fournier,SG,31,NYK,1,16,-3.3,0.167,0.667,0,0,7,3.4,8.1,3.1,0,0,15.9,,-0.1,0,0,-0.131,,-15,-0.7,-15.6,-0.1
438,Nate Hinton,SG,24,HOU,4,16,17.2,0.75,0.5,0,7,13.4,10.3,0,0,0,0,16.6,,0,0,0.1,0.196,,3.6,-2.7,1,0
439,Garrett Temple,SG,37,TOR,5,16,31.6,0.935,0.2,0.4,0,14,6.7,20.3,3,0,0,15.5,,0.1,0,0.1,0.385,,8.9,4.7,13.7,0.1
440,Ty Jerome,SG,26,CLE,2,15,7.9,0.5,0.25,0,7.5,0,3.6,27.4,0,0,20,14.5,,0,0,0,0.034,,-4.3,-0.9,-5.2,0
441,Braxton Key,SF,26,DEN,6,15,5.6,0.255,0.4,0.4,0,22.2,11.1,38.8,0,0,0,16.9,,0,0,0,-0.005,,-6.2,0.2,-6,0
442,Moses Brown,C,24,POR,3,14,26.9,0.51,0,0.4,30.4,8.6,20.2,12.3,3.5,6.4,0,17.9,,0,0,0.1,0.212,,3.8,-1.8,2,0
443,Jordan Ford,PG,25,SAC,5,14,13.9,0.595,0.4,0.4,0,8.2,4,9.9,0,0,0,17.8,,0,0,0,0.127,,1.4,-2.9,-1.5,0
444,Alex Fudge,SF,20,LAL,4,14,-1.8,0.291,0.333,0.333,16.5,0,7.8,0,0,0,12.7,24.5,,-0.1,0,-0.1,-0.216,,-9.9,-8.2,-18.1,-0.1
445,Jarred Vanderbilt,PF,24,LAL,1,14,1,0,1,0,8.3,22,15.5,8.3,0,0,0,6.2,,0,0,0,-0.041,,-7.1,-1.6,-8.7,0
446,Luka Garza,C,25,MIN,4,13,20.3,0.481,0.2,0.8,27.8,23.6,25.6,0,0,0,6.9,48.7,,0,0,0,0.057,,-5.7,-9.1,-14.8,0
447,Harry Giles,C,25,BRK,2,12,30,0.932,0.333,0.167,0,17.1,8.8,0,0,0,13.4,26.4,,0,0,0.1,0.203,,7.6,1.1,8.7,0
448,Gui Santos,PF,21,GSW,2,12,5.5,0.5,0.25,0,17.5,17.9,17.7,12.4,0,0,33.3,20.9,,0,0,0,-0.089,,-6.8,-3.2,-10,0
449,Terry Taylor,PF,24,CHI,5,12,11.7,1,0,0,0,9.8,4.7,0,4.2,0,0,3.7,,0,0,0,0.122,,-2.3,1,-1.3,0
450,Ryan Arcidiacono,PG,29,NYK,5,11,-1.2,0,1,0,0,20.5,10,0,0,0,0,3.9,,0,0,0,-0.035,,-10.2,-0.6,-10.7,0
451,Patrick Baldwin Jr.,SF,21,WAS,3,11,-4.1,0,0.5,0,0,10,4.9,9.9,0,0,0,7.6,,0,0,0,-0.172,,-10.6,-4.1,-14.7,0
452,Saben Lee,PG,24,PHO,3,10,30.6,0.5,0.167,0,24.1,10.9,17.2,56.5,0,8.4,0,25.9,,0.1,0,0.1,0.293,,7,0.3,7.3,0
453,Isaiah Mobley,PF,24,CLE,2,10,8.2,0.333,0.333,0,0,21.2,10.9,39.3,4.9,0,25,17.4,,0,0,0,-0.006,,-7.7,4.4,-3.3,0
454,Filip Petrušev,C,23,TOT,3,10,5.2,0.521,0,1,0,11,5.5,0,0,0,0,12.2,,0,0,0,0.024,,-4.5,-3.6,-8.1,0
455,Thaddeus Young,PF,35,TOR,3,10,13.2,0.41,0,0.5,10.4,22.4,16.1,45,0,0,17,24.8,,0,0,0,-0.037,,0.2,0.4,0.6,0
456,Udoka Azubuike,C,24,PHO,2,9,12,1,0,0,0,48.6,25.5,0,0,0,0,4.8,,0,0,0,0.157,,-1.8,-0.9,-2.7,0
457,E.J. Liddell,PF,23,NOP,3,9,4.2,0.41,0.75,0.5,0,24.3,12.1,0,0,10.9,17,27.8,,0,0,0,-0.141,,-8.7,-0.1,-8.8,0
458,Chris Livingston,SF,20,MIL,2,9,24,1.25,0.5,0,0,0,0,16.2,0,0,0,9.5,,0.1,0,0.1,0.284,,11,-0.4,10.6,0
459,Robin Lopez,C,35,MIL,3,9,3.3,1.136,,,0,0,0,12.2,0,0,53.2,8.9,,0,0,0,0.048,,-6.9,0.2,-6.7,0
460,Lester Quinones,SG,23,GSW,2,9,-3.1,0.417,0.667,0,0,0,0,0,0,0,14.3,32.6,,-0.1,0,-0.1,-0.269,,-10,-6.8,-16.8,0
461,Bol Bol,PF,24,PHO,3,7,3.2,1,0,0,0,15.6,8.2,0,0,12,66.7,18.5,,0,0,0,-0.234,,-10.1,0.3,-9.8,0
462,Dexter Dennis,SG,24,DAL,2,7,3.9,0.311,0.5,0.167,15.1,15.6,15.4,0,0,0,0,39,,0,0,0,-0.298,,-7.4,-8.8,-16.2,0
463,Kaiser Gates,SF,27,NOP,1,7,-19.4,0,0.5,0,0,15.6,7.8,0,0,0,0,24.3,,-0.1,0,-0.1,-0.55,,-18.4,-10.2,-28.7,-0.1
464,Gregory Jackson II,PF,19,MEM,3,7,-12.4,0,0.5,0,15.1,33.1,23.7,0,6.9,0,20,30.4,,-0.1,0,-0.1,-0.582,,-20.3,-4.8,-25.1,0
465,Jordan Miller,SF,24,LAC,2,7,17.7,0.833,0.333,0,0,0,0,0,0,0,0,18.4,,0,0,0,0.189,,0.7,-1.6,-0.9,0
466,Jalen Wilson,PF,23,BRK,2,7,1.8,0,0,0,0,14.7,7.5,0,0,12.9,0,6.1,,0,0,0,-0.076,,-7.2,0.8,-6.4,0
467,Dylan Windler,SF,27,NYK,3,7,15.9,0.75,1,0,0,16.1,7.8,20.7,0,0,0,12.1,,0,0,0,0.255,,3.3,3.7,7,0
468,Shaquille Harrison,SG,30,MEM,3,6,16.1,0.5,0,0,0,38.6,18.4,0,0,16.6,0,14.2,,0,0,0,0.102,,-0.5,5.1,4.6,0
469,Keyontae Johnson,SF,23,OKC,1,6,-6.1,0,0,0,0,0,0,0,0,0,0,7.2,,0,0,0,-0.167,,-10.8,-6.4,-17.2,0
470,Leonard Miller,SF,20,MIN,3,6,20.7,0.5,0,0,0,100,55.4,24.4,0,0,0,14.5,,0,0,0,0.283,,-3.7,7.9,4.1,0
471,TyTy Washington Jr.,PG,22,MIL,2,6,1,0.5,0.667,0,0,17.3,9.1,0,7.9,0,40,35.4,,-0.1,0,0,-0.357,,-10.9,0.4,-10.6,0
472,James Bouknight,SG,23,CHO,1,5,37.8,0.833,0.667,0,21.1,0,10.9,0,0,0,0,25.4,,0,0,0,0.273,,21.7,0.2,21.8,0
473,Patty Mills,PG,35,ATL,1,5,18,0.75,0.5,0,0,22.5,10.9,0,0,0,0,16.3,,0,0,0,0.151,,3,-0.2,2.8,0
474,Jerome Robinson,SG,26,GSW,1,5,-4.9,0,0,0,21,21.5,21.2,0,0,0,0,16.7,,0,0,0,-0.259,,-11.8,-6.8,-18.6,0
475,Ish Wainright,SF,29,POR,2,5,-0.5,0,1,0,0,0,0,0,9.8,0,0,8.5,,0,0,0,-0.076,,-14.2,5.1,-9.1,0
476,Kobe Bufkin,SG,20,ATL,2,4,-9.8,0.129,0.333,0.667,26.6,28.1,27.3,0,0,0,0,39.4,,0,0,0,-0.521,,-18.7,-13.2,-31.9,0
477,Sidy Cissoko,SF,19,SAS,1,4,-12,,,,0,0,0,0,0,0,100,10.5,,0,0,0,-0.36,,-15.2,-6.5,-21.7,0
478,Mouhamed Gueye,PF,21,ATL,2,4,-0.6,0,1,0,0,0,0,0,11.7,0,0,10.2,,0,0,0,-0.112,,-12.3,3.7,-8.6,0
479,Ron Harper Jr.,PF,23,TOR,1,4,-0.1,,,,0,0,0,28.9,0,0,,0,,0,0,0,0.114,,-11.5,3.2,-8.4,0
480,Markquis Nowell,SG,24,TOR,1,4,56.4,0.532,0,2,51.8,0,26.9,57.7,12.1,0,0,19.8,,0,0,0.1,0.687,,29.2,14.6,43.8,0
481,Amari Bailey,PG,19,CHO,1,3,24.1,0.333,0,0,70.2,0,36.3,0,0,0,0,42.3,,0,0,0,-0.05,,7.7,-10.8,-3.1,0
482,Onuralp Bitim,SG,24,CHI,1,3,0,,,,0,0,0,0,0,0,,0,,0,0,0,-0.013,,-7.4,-3.6,-11,0
483,Marques Bolden,C,25,MIL,1,3,3.2,,,,0,69.4,36.5,0,0,0,,0,,0,0,0,0.103,,-8.3,2.9,-5.4,0
484,Malcolm Cazalon,SG,22,DET,1,3,0,,,,0,0,0,0,0,0,,0,,0,0,0,-0.014,,-6.2,-2.9,-9.2,0
485,Noah Clowney,PF,19,BRK,1,3,4.2,,,,0,34.2,17.5,0,0,0,,0,,0,0,0,0.049,,-3.9,-1.8,-5.7,0
486,Dariq Whitehead,SF,19,BRK,1,3,19.7,0.568,,,0,0,0,0,0,30.2,0,12.5,,0,0,0,0.163,,4.5,6.8,11.3,0
487,R.J. Hampton,PG,22,MIA,1,2,-18.9,0,0,0,0,0,0,0,0,0,0,22,,0,0,0,-0.532,,-18.7,-7.5,-26.2,0
488,Jay Huff,C,25,DEN,2,2,36,1,0,0,0,0,0,0,0,0,0,21.5,,0,0,0,0.301,,13.9,0.6,14.4,0
489,Wendell Moore Jr.,SG,22,MIN,1,2,-18.7,0,1,0,0,0,0,0,0,0,0,21.8,,0,0,0,-0.484,,-19.5,-9.2,-28.7,0
490,Brice Sensabaugh,SF,20,UTA,1,2,-12.4,0,0,0,53,56,54.4,0,0,0,0,41.3,,0,0,0,-0.653,,-15.3,-14.6,-29.9,0
491,Lindell Wigginton,PG,25,MIL,1,2,-49.8,0,1,0,0,0,0,0,0,0,50,42.5,,0,0,0,-1.198,,-40.9,-18,-58.9,0
